title,description,city,address,postal_code,start_date,content
Parampara - Un flux de tradition - Danse indienne,"Sucheta Bhide-Chapekar transmet son savoir à des centaines d’élèves du monde entier depuis des décennies.

Jyotika Rao, devenue sa disciple dès les années 80 en Inde, n’a eu de cesse de transmettre ce style depuis son retour à Paris en 2000.

Elle dansera aux côtés de son guru, accompagnée par sa fille Anjeli Romero et Matthieu Convert, jeune danseur contemporain, pour incarner cette transmission de la danse aux jeunes générations, le Guru-Shishya parampara ou le flux de la transmission.

Sucheta Bhide-Chapekar est l'une des interprètes les plus accomplies de Bharata Natyam en Inde aujourd'hui. Disciple d'Acharya Parvati Kumar et du Guru K.P. Kittappa. Au cours de sa longue carrière artistique, qui s'étend sur plus de 50 ans, Smt. Sucheta a donné d'innombrables représentations à travers l'Inde et sur tous les continents du monde. Réputée pour la pureté de sa technique, le Nritta gracieux et l'Abhinaya éloquent, elle a apporté une contribution précieuse au répertoire du Bharata Natyam grâce à ses recherches et à la présentation des compositions marathi du roi Shahaji de Tanjavur.

Son œuvre unique, Nritya Ganga est une parfaite combinaison de Bharata Natyam et de musique classique hindustani. Inaugurée dès 1982, Nritya Ganga, telle que conçue à l'origine par Smt. Sucheta, a aujourd'hui acquis sa juste place en tant que style frère du Bharata Natyam, possédant son propre Margam.

Nritya Ganga constitue la thèse de doctorat de Smt. Sucheta.

Elle a déjà chorégraphié plus de 75 compositions en hindi, marathi et sanskrit dans ce style et continue de l'enrichir sans cesse. Elle a été honorée par le prestigieux prix du gouvernement de l'État « Maharashtra Gaurav » et par le « Nritya Vilas » de Sur-Singar Sansad, Mumbai. Elle a également reçu le prestigieux Prix National de la Sangeet Natak Akademi pour sa contribution à la danse classique Bharata-Natyam.

Son livre en marathi « Nrityatmika », un témoignage expérimenté sur tous les aspects du Bharata Natyam, a été traduit et publié en anglais. Célèbre pour son expertise dans les conférences, Smt. Sucheta a présenté ses travaux sur divers sujets liés à la danse lors de nombreuses conférences internationales en Inde et à l'étranger. Ses articles ont été publiés dans les revues de NCPA, de l'Université de Calicut, de Krishna Gana Sabha, Chennai, etc.

Fondatrice et directrice de la Kalavardhini Charitable Trust, Smt. Sucheta est une enseignante très appréciée et compte de nombreux disciples.",Paris,6 rue Wurtz,75013,2026-05-30 18:30:00+00:00,"Evenement : Parampara - Un flux de tradition - Danse indienne. Lieu : 6 rue Wurtz, Paris. Date : 30/05/2026. Description : Sucheta Bhide-Chapekar transmet son savoir à des centaines d’élèves du monde entier depuis des décennies.

Jyotika Rao, devenue sa disciple dès les années 80 en Inde, n’a eu de cesse de transmettre ce style depuis son retour à Paris en 2000.

Elle dansera aux côtés de son guru, accompagnée par sa fille Anjeli Romero et Matthieu Convert, jeune danseur contemporain, pour incarner cette transmission de la danse aux jeunes générations, le Guru-Shishya parampara ou le flux de la transmission.

Sucheta Bhide-Chapekar est l'une des interprètes les plus accomplies de Bharata Natyam en Inde aujourd'hui. Disciple d'Acharya Parvati Kumar et du Guru K.P. Kittappa. Au cours de sa longue carrière artistique, qui s'étend sur plus de 50 ans, Smt. Sucheta a donné d'innombrables représentations à travers l'Inde et sur tous les continents du monde. Réputée pour la pureté de sa technique, le Nritta gracieux et l'Abhinaya éloquent, elle a apporté une contribution précieuse au répertoire du Bharata Natyam grâce à ses recherches et à la présentation des compositions marathi du roi Shahaji de Tanjavur.

Son œuvre unique, Nritya Ganga est une parfaite combinaison de Bharata Natyam et de musique classique hindustani. Inaugurée dès 1982, Nritya Ganga, telle que conçue à l'origine par Smt. Sucheta, a aujourd'hui acquis sa juste place en tant que style frère du Bharata Natyam, possédant son propre Margam.

Nritya Ganga constitue la thèse de doctorat de Smt. Sucheta.

Elle a déjà chorégraphié plus de 75 compositions en hindi, marathi et sanskrit dans ce style et continue de l'enrichir sans cesse. Elle a été honorée par le prestigieux prix du gouvernement de l'État « Maharashtra Gaurav » et par le « Nritya Vilas » de Sur-Singar Sansad, Mumbai. Elle a également reçu le prestigieux Prix National de la Sangeet Natak Akademi pour sa contribution à la danse classique Bharata-Natyam.

Son livre en marathi « Nrityatmika », un témoignage expérimenté sur tous les aspects du Bharata Natyam, a été traduit et publié en anglais. Célèbre pour son expertise dans les conférences, Smt. Sucheta a présenté ses travaux sur divers sujets liés à la danse lors de nombreuses conférences internationales en Inde et à l'étranger. Ses articles ont été publiés dans les revues de NCPA, de l'Université de Calicut, de Krishna Gana Sabha, Chennai, etc.

Fondatrice et directrice de la Kalavardhini Charitable Trust, Smt. Sucheta est une enseignante très appréciée et compte de nombreux disciples."
"One, two, three, Viva l'Algérie de Samuel Ab et Amine Kouti (2023 - 75min)","One, Two, Three, Viva l'Algérie : une devise indissociable de l'histoire du foot algérien et de la relation entre la France et l'Algérie. Née avec l'équipe du FLN pendant la guerre d'Indé-pendance et reprise lors de l'épopée algérienne en Coupe du monde 2010, elle est sortie des stades en 2019 pour appeler au changement.  
Ce documentaire partage un regard nouveau sur l'histoire commune et complexe des deux pays France et Algérie à travers le foot.",Paris,"32 Rue Saint-Yves, Paris 14",75014,2026-05-30 16:00:00+00:00,"Evenement : One, two, three, Viva l'Algérie de Samuel Ab et Amine Kouti (2023 - 75min). Lieu : 32 Rue Saint-Yves, Paris 14, Paris. Date : 30/05/2026. Description : One, Two, Three, Viva l'Algérie : une devise indissociable de l'histoire du foot algérien et de la relation entre la France et l'Algérie. Née avec l'équipe du FLN pendant la guerre d'Indé-pendance et reprise lors de l'épopée algérienne en Coupe du monde 2010, elle est sortie des stades en 2019 pour appeler au changement.  
Ce documentaire partage un regard nouveau sur l'histoire commune et complexe des deux pays France et Algérie à travers le foot."
Activité danse et écriture  - Au rythme de l'Arc,"Un atelier en mouvement pour découvrir le monument autrement : par le corps, le souffle et les mots. Accompagnés d’une coach en souplesse et d’une art-thérapeute, les participant·es exploreront quatre espaces de l’Arc de triomphe à travers la danse intuitive et l’écriture sensorielle. 
Activité animée par Images & Mots",Paris,Place Charles de Gaulle 75008 Paris,75008,2026-05-30 14:00:00+00:00,"Evenement : Activité danse et écriture  - Au rythme de l'Arc. Lieu : Place Charles de Gaulle 75008 Paris, Paris. Date : 30/05/2026. Description : Un atelier en mouvement pour découvrir le monument autrement : par le corps, le souffle et les mots. Accompagnés d’une coach en souplesse et d’une art-thérapeute, les participant·es exploreront quatre espaces de l’Arc de triomphe à travers la danse intuitive et l’écriture sensorielle. 
Activité animée par Images & Mots"
Vidéo-concert Voyage Interstellaire,"Concert Gratuit.

Ce concert propose au public d’embarquer pour un voyage musical à travers l’espace.
Guidés par l’histoire d’un petit astronaute, les spectateurs sont invités à quitter la Terre et à partir à la découverte des merveilles de l’univers.
Au fil des morceaux, la musique devient le moteur de la fusée. Elle nous fait traverser les étoiles, approcher des planètes mystérieuses, admirer des phénomènes célestes et rencontrer certains aventuriers de la galaxie. 
Chaque œuvre représente une étape du voyage, une nouvelle découverte, une nouvelle émotion.
Le programme mêle des œuvres célèbres du répertoire classique, comme Also sprach Zarathustra ou Le Beau Danube bleu, à des musiques inspirées de la conquête spatiale et de la culture populaire. Ce mélange de styles permet de créer un univers riche et
accessible, où l’imaginaire scientifique et la poésie musicale se rencontrent.
Tout au long du concert, un narrateur accompagne le public en racontant l’histoire du petit astronaute. Grâce à ce fil conducteur, les différents morceaux s’enchaînent comme les chapitres d’une même aventure. Le spectateur ne se contente plus d’écouter un
programme musical : il devient voyageur de l’espace, explorant galaxies, planètes et constellations.
Ce projet a pour objectif de faire rêver, d’éveiller la curiosité et de rappeler que, tout comme les explorateurs de l’espace, les musiciens et le public partagent une même envie : découvrir l’inconnu et repousser les frontières de l’imagination.
Bienvenue à bord pour ce voyage interstellaire.",PARIS 12,"15b rue Traversière  , 75012 PARIS 12",75012,2026-05-30 12:30:00+00:00,"Evenement : Vidéo-concert Voyage Interstellaire. Lieu : 15b rue Traversière  , 75012 PARIS 12, PARIS 12. Date : 30/05/2026. Description : Concert Gratuit.

Ce concert propose au public d’embarquer pour un voyage musical à travers l’espace.
Guidés par l’histoire d’un petit astronaute, les spectateurs sont invités à quitter la Terre et à partir à la découverte des merveilles de l’univers.
Au fil des morceaux, la musique devient le moteur de la fusée. Elle nous fait traverser les étoiles, approcher des planètes mystérieuses, admirer des phénomènes célestes et rencontrer certains aventuriers de la galaxie. 
Chaque œuvre représente une étape du voyage, une nouvelle découverte, une nouvelle émotion.
Le programme mêle des œuvres célèbres du répertoire classique, comme Also sprach Zarathustra ou Le Beau Danube bleu, à des musiques inspirées de la conquête spatiale et de la culture populaire. Ce mélange de styles permet de créer un univers riche et
accessible, où l’imaginaire scientifique et la poésie musicale se rencontrent.
Tout au long du concert, un narrateur accompagne le public en racontant l’histoire du petit astronaute. Grâce à ce fil conducteur, les différents morceaux s’enchaînent comme les chapitres d’une même aventure. Le spectateur ne se contente plus d’écouter un
programme musical : il devient voyageur de l’espace, explorant galaxies, planètes et constellations.
Ce projet a pour objectif de faire rêver, d’éveiller la curiosité et de rappeler que, tout comme les explorateurs de l’espace, les musiciens et le public partagent une même envie : découvrir l’inconnu et repousser les frontières de l’imagination.
Bienvenue à bord pour ce voyage interstellaire."
Atelier - Créa' Games à partir de 12 ans,"Votre jeu, vos règles : créez cartes, énigmes et codes autour de l’exposition ""Le Syndrome de Bonnard"" au Plateau du Frac Île-de-France",Paris,"22, rue des Alouettes, 75019 Paris",75019,2026-05-30 12:30:00+00:00,"Evenement : Atelier - Créa' Games à partir de 12 ans. Lieu : 22, rue des Alouettes, 75019 Paris, Paris. Date : 30/05/2026. Description : Votre jeu, vos règles : créez cartes, énigmes et codes autour de l’exposition ""Le Syndrome de Bonnard"" au Plateau du Frac Île-de-France"
Matinée  « Hypothèses et démonstrations » : Le sculpteur et le photographe,"**Du 27 février au 29 juin 2026, Espace Musées et Paris Aéroport, en collaboration avec la Fondation Dina Vierny – Musée Maillol, présentent pour la première fois au cœur de l’aéroport une œuvre majeure du sculpteur Aristide Maillol,** _**L’Air.**_ **Cette sculpture fait partie des 20 sculptures de Maillol présentées depuis 1964-65 dans le jardin du Carrousel au Louvre, à Paris. Située au point d’intersection stratégique des salles d’embarquement K, L et M du Terminal 2E de l’aéroport, cette installation se poursuit par l’exposition «** _**Maillol - L’Air comme une sculpture**_ **» à l’Espace Musées du Hall K jusqu'au 31 mai 2026. À l’occasion de cet événement, un programme de rencontres est proposé au Musée Maillol avec Sculpture+, organisme dédié au rayonnement de la sculpture sous toutes ses formes.**

**Samedi 30 mai, 9h15 - 12h30**  
**Matinée « Hypothèses et démonstrations »**  
_**Le sculpteur et le photographe**_  
  
À l’occasion de l’exposition « Maillol - L’Air comme une sculpture », Sculpture+ initie un cycle de matinées « Hypothèses et démonstrations ». Dans un esprit de partage d’expériences entre professionnels et avec le public, quatre professionnels de musées présentent un sujet de leur choix à partir d’un thème commun, fondé sur leur pratique de la recherche, du commissariat ou de l’accrochage.  
Le thème de cette première édition, « Le sculpteur et le photographe », s’inspire du travail de Robert Doisneau qui a photographié l’installation des sculptures de Maillol aux Tuileries. Cette matinée a vocation à devenir un rendez-vous annuel.  
Artistes évoqués : Constantin Brancusi, Alberto Giacometti, Henri Matisse, Auguste Rodin  
Matinée suivie d’un verre de l’amitié au Café Prévert",Paris,"59-61 Rue de Grenelle, 75007 Paris",75007,2026-05-30 07:15:00+00:00,"Evenement : Matinée  « Hypothèses et démonstrations » : Le sculpteur et le photographe. Lieu : 59-61 Rue de Grenelle, 75007 Paris, Paris. Date : 30/05/2026. Description : **Du 27 février au 29 juin 2026, Espace Musées et Paris Aéroport, en collaboration avec la Fondation Dina Vierny – Musée Maillol, présentent pour la première fois au cœur de l’aéroport une œuvre majeure du sculpteur Aristide Maillol,** _**L’Air.**_ **Cette sculpture fait partie des 20 sculptures de Maillol présentées depuis 1964-65 dans le jardin du Carrousel au Louvre, à Paris. Située au point d’intersection stratégique des salles d’embarquement K, L et M du Terminal 2E de l’aéroport, cette installation se poursuit par l’exposition «** _**Maillol - L’Air comme une sculpture**_ **» à l’Espace Musées du Hall K jusqu'au 31 mai 2026. À l’occasion de cet événement, un programme de rencontres est proposé au Musée Maillol avec Sculpture+, organisme dédié au rayonnement de la sculpture sous toutes ses formes.**

**Samedi 30 mai, 9h15 - 12h30**  
**Matinée « Hypothèses et démonstrations »**  
_**Le sculpteur et le photographe**_  
  
À l’occasion de l’exposition « Maillol - L’Air comme une sculpture », Sculpture+ initie un cycle de matinées « Hypothèses et démonstrations ». Dans un esprit de partage d’expériences entre professionnels et avec le public, quatre professionnels de musées présentent un sujet de leur choix à partir d’un thème commun, fondé sur leur pratique de la recherche, du commissariat ou de l’accrochage.  
Le thème de cette première édition, « Le sculpteur et le photographe », s’inspire du travail de Robert Doisneau qui a photographié l’installation des sculptures de Maillol aux Tuileries. Cette matinée a vocation à devenir un rendez-vous annuel.  
Artistes évoqués : Constantin Brancusi, Alberto Giacometti, Henri Matisse, Auguste Rodin  
Matinée suivie d’un verre de l’amitié au Café Prévert"
FLORENTIN FOUCH,"**FLORENTIN FOUCH**

Florentin Fouch et Clyde Bessi forment un duo atypique où l'écriture rencontre l'improvisation. Les chansons débordantes de jeux de mots, et de rythmes singuliers se mêlent à des moments improvisés, parfois rappés, ou inventés avec le public. Cette part de liberté donne à chaque concert une énergie singulière.

Les textes en mouvement de Florentin, colorés par le timbre décalé de ses claviers, entrent en résonance avec l’univers sonore de Clyde Bessi, qui fait jaillir de ses pads et de ses claviers, rythmiques, nappes et percussions digitales, entre beatmaking vivant et artisanat sonore. De cette complicité naît un univers à la fois intime et chaleureux, où la précision de l’écriture s’unit à la spontanéité de l’instant.

Un concert où les mots et les notes dialoguent sans cesse, et où le public n'est pas seulement spectateur, mais véritable partenaire de jeu.

[Site internet](https://www.florentinfouch.com/) [Facebook](https://www.facebook.com/FLorentinfouch) [Instagram](https://www.instagram.com/florentinfouch/) [YouTube](https://www.youtube.com/c/FlorentinFouch)

Crédit photo : Luc Davino",Paris,124 avenue de la république 75011 paris,75011,2026-05-29 18:30:00+00:00,"Evenement : FLORENTIN FOUCH. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 29/05/2026. Description : **FLORENTIN FOUCH**

Florentin Fouch et Clyde Bessi forment un duo atypique où l'écriture rencontre l'improvisation. Les chansons débordantes de jeux de mots, et de rythmes singuliers se mêlent à des moments improvisés, parfois rappés, ou inventés avec le public. Cette part de liberté donne à chaque concert une énergie singulière.

Les textes en mouvement de Florentin, colorés par le timbre décalé de ses claviers, entrent en résonance avec l’univers sonore de Clyde Bessi, qui fait jaillir de ses pads et de ses claviers, rythmiques, nappes et percussions digitales, entre beatmaking vivant et artisanat sonore. De cette complicité naît un univers à la fois intime et chaleureux, où la précision de l’écriture s’unit à la spontanéité de l’instant.

Un concert où les mots et les notes dialoguent sans cesse, et où le public n'est pas seulement spectateur, mais véritable partenaire de jeu.

[Site internet](https://www.florentinfouch.com/) [Facebook](https://www.facebook.com/FLorentinfouch) [Instagram](https://www.instagram.com/florentinfouch/) [YouTube](https://www.youtube.com/c/FlorentinFouch)

Crédit photo : Luc Davino"
Ensemble KORSANE - Algérie,"Une échappée belle musicale où se croisent chants traditionnels et récits, au carrefour de l’Afrique et de la Méditerranée.

De la mer au désert, chaque région dévoile son rythme, chaque province révèle une nouvelle couleur mélodique à découvrir.

Issu de l’association ENTIK MUZIK, l’ensemble KORSANE réunit six musiciens passionnés autour d’un projet unique : un spectacle musical sous forme de voyage, invitant le public à découvrir la richesse et la diversité des régions d’Algérie, à travers des arrangements modernes et accessibles, teintés de World Music.

Le nom Korsane puise ses racines dans l’histoire : il évoque les résistant(es) et combattant(tes) des libertés, à l'origine du nom corsaire en français.

Dans cette aventure artistique et pédagogique, chaque œuvre est accompagnée d’une brève explication pour en révéler le sens, les origines et la portée culturelle — un voyage sonore et humain, entre tradition et modernité.

Marouane KADI - Mandole  
Faten Zid - Chant  
Eric Applaincourt - Violoncelle  
Elham Yaou - Derbouka, tar et bendir  
Nicolas Garcia - Guitare  
Akram Mellouchi - Cajon",Paris,6 rue Wurtz,75013,2026-05-29 18:30:00+00:00,"Evenement : Ensemble KORSANE - Algérie. Lieu : 6 rue Wurtz, Paris. Date : 29/05/2026. Description : Une échappée belle musicale où se croisent chants traditionnels et récits, au carrefour de l’Afrique et de la Méditerranée.

De la mer au désert, chaque région dévoile son rythme, chaque province révèle une nouvelle couleur mélodique à découvrir.

Issu de l’association ENTIK MUZIK, l’ensemble KORSANE réunit six musiciens passionnés autour d’un projet unique : un spectacle musical sous forme de voyage, invitant le public à découvrir la richesse et la diversité des régions d’Algérie, à travers des arrangements modernes et accessibles, teintés de World Music.

Le nom Korsane puise ses racines dans l’histoire : il évoque les résistant(es) et combattant(tes) des libertés, à l'origine du nom corsaire en français.

Dans cette aventure artistique et pédagogique, chaque œuvre est accompagnée d’une brève explication pour en révéler le sens, les origines et la portée culturelle — un voyage sonore et humain, entre tradition et modernité.

Marouane KADI - Mandole  
Faten Zid - Chant  
Eric Applaincourt - Violoncelle  
Elham Yaou - Derbouka, tar et bendir  
Nicolas Garcia - Guitare  
Akram Mellouchi - Cajon"
Bal d'époque : Libération de Paris,Voyagez dans le temps en dansant avec les bals d'époque de l'Hôtel de la Marine !,Paris,"2, Place de la Concorde 75008 Paris",75008,2026-05-29 17:30:00+00:00,"Evenement : Bal d'époque : Libération de Paris. Lieu : 2, Place de la Concorde 75008 Paris, Paris. Date : 29/05/2026. Description : Voyagez dans le temps en dansant avec les bals d'époque de l'Hôtel de la Marine !"
Opus Delirium · Scènes du monde au Canal #4,"### Le 29 mai à la Scène du Canal - Espace Jemmapes

Opus Delirium a été créé par des passionnés partis apprendre les musiques balkaniques, tziganes et turques à la source auprès des plus grands. À travers ce projet, ses membres ont voulu donner un nouveau souffle à leur univers. Hip-hop, Turbo Folk, quelques samples d’instruments traditionnels, complètent accordéon midi, clarinette turque, batterie, keytar, bouzouki et voix dans un concert 100% compositions.  
Dans le cadre de la 4e édition des Scènes du monde au Canal, une programmation musiques du monde en partenariat avec le CRL10",Paris,"116 Quai de Jemmapes, 75010 Paris",75010,2026-05-29 18:00:00+00:00,"Evenement : Opus Delirium · Scènes du monde au Canal #4. Lieu : 116 Quai de Jemmapes, 75010 Paris, Paris. Date : 29/05/2026. Description : ### Le 29 mai à la Scène du Canal - Espace Jemmapes

Opus Delirium a été créé par des passionnés partis apprendre les musiques balkaniques, tziganes et turques à la source auprès des plus grands. À travers ce projet, ses membres ont voulu donner un nouveau souffle à leur univers. Hip-hop, Turbo Folk, quelques samples d’instruments traditionnels, complètent accordéon midi, clarinette turque, batterie, keytar, bouzouki et voix dans un concert 100% compositions.  
Dans le cadre de la 4e édition des Scènes du monde au Canal, une programmation musiques du monde en partenariat avec le CRL10"
Fabrice Gorgerat - Chienne,"[...] Chienne transforme la scène en un lieu de combats, de fierté de celle qui hurle et reprend ses droits.

Lorsque Fabrice Gorgerat lit « Chienne », son adaptation scénique semble évidente, inévitable. Si l’auteure qualifie son texte d’« auto fiction » c’est bien la réalité d’une enfance traumatique qui nous est exposée : l’histoire de deux petites filles victimes d’un père - monstre-porc innommable - et de leur mère complice. L’une d’elle choisira plus tard la justesse et la violence des mots pour tuer celui qui les a torturées, anéanties.

Shannon Granger, comédienne, et Simone Aubert, musicienne, tentent d’avancer sur un fil au-dessus du massacre. Sans pathos, sans fascination, sans compromis. La présence scénique n’est pas celle d’une ombre déchirée par l’horreur, ce sont des voix réunies contre l’adversité, une attention particulière à l’humain et à son intimité fragile. Le but est de se redéfinir, avec une hache.

[Plus d’informations sur notre site web](https://ccsparis.com/evenements/fabrice-gorgerat-chienne/)",Paris,"32 rue des Francs-Bourgeois, Paris",75003,2026-05-29 18:00:00+00:00,"Evenement : Fabrice Gorgerat - Chienne. Lieu : 32 rue des Francs-Bourgeois, Paris, Paris. Date : 29/05/2026. Description : [...] Chienne transforme la scène en un lieu de combats, de fierté de celle qui hurle et reprend ses droits.

Lorsque Fabrice Gorgerat lit « Chienne », son adaptation scénique semble évidente, inévitable. Si l’auteure qualifie son texte d’« auto fiction » c’est bien la réalité d’une enfance traumatique qui nous est exposée : l’histoire de deux petites filles victimes d’un père - monstre-porc innommable - et de leur mère complice. L’une d’elle choisira plus tard la justesse et la violence des mots pour tuer celui qui les a torturées, anéanties.

Shannon Granger, comédienne, et Simone Aubert, musicienne, tentent d’avancer sur un fil au-dessus du massacre. Sans pathos, sans fascination, sans compromis. La présence scénique n’est pas celle d’une ombre déchirée par l’horreur, ce sont des voix réunies contre l’adversité, une attention particulière à l’humain et à son intimité fragile. Le but est de se redéfinir, avec une hache.

[Plus d’informations sur notre site web](https://ccsparis.com/evenements/fabrice-gorgerat-chienne/)"
Session networking artistique 29 Mai 2026,"​La prochaine Session Networking de l'association ART'N'FACT arrive.

​Elle aura lieu le vendredi 29 Mai a 18h30

​Le but ?

​Se faire un maximum de contacts, de rencontres et inspirer de nouvelles collaborations.

​

​Que vous veniez partager votre univers, votre projet ou simplement rencontrer de novueau créateurs, vous êtes les bienvenus.",Paris,"153 Rue Saint-Martin, 75003 Paris",75003,2026-05-29 16:30:00+00:00,"Evenement : Session networking artistique 29 Mai 2026. Lieu : 153 Rue Saint-Martin, 75003 Paris, Paris. Date : 29/05/2026. Description : ​La prochaine Session Networking de l'association ART'N'FACT arrive.

​Elle aura lieu le vendredi 29 Mai a 18h30

​Le but ?

​Se faire un maximum de contacts, de rencontres et inspirer de nouvelles collaborations.

​

​Que vous veniez partager votre univers, votre projet ou simplement rencontrer de novueau créateurs, vous êtes les bienvenus."
Agenda de nos bals costumés,"LES BALS REVIENNENT TOUS LES MOIS À L’HÔTEL  
DE LA MARINE

Au programme :

Bal révolutionnaire - Vendredi 27 février 2026 de 17h30 à 20h30  
Années folles - Vendredi 27 mars 2026 de 17h30 à 20h30  
Louis XV et Louis XVI - Vendredi 24 avril 2026 de 17h30 à 20h30  
Libération de Paris - Vendredi 29 mai 2026 de 17h30 à 20h30  
Second Empire ""Moyen Orient"" - Vendredi 26 juin 2026 de 17h30 à 20h30

Comment assister à un bal  
Deux possibilités s’offrent à vous pour profiter du bal :  
Dans la cour d’honneur, assistez gratuitement aux démonstrations et rejoignez les danseurs sur la piste pour des danses participatives.  
  
Dans les salons d’apparat, après une visite du monument, admirez les démonstrations dans un cadre exceptionnel. Pas de danses participatives possibles à l'intérieur du monument. L'accès au bal dans les salons d'apparat est compris dans le billet de visite libre du monument

QUE VOUS SOYEZ COSTUME OU NON L’ESSENTIEL EST DE PARTICIPER ! UN MOMENT D’ECHANGE DE DIALOGUES, AUTOUR DU VERRE DE L’AMITIE

INFOS ET RESERVATION 01.455.456.52  
Retrouver-nous sur : [http://nouvelledimension.free.fr](http://nouvelledimension.free.fr) ou  
[http://ndseniors.free.fr](http://ndseniors.free.fr)",Paris,2place de la concorde,75008,2026-05-29 15:30:00+00:00,"Evenement : Agenda de nos bals costumés. Lieu : 2place de la concorde, Paris. Date : 29/05/2026. Description : LES BALS REVIENNENT TOUS LES MOIS À L’HÔTEL  
DE LA MARINE

Au programme :

Bal révolutionnaire - Vendredi 27 février 2026 de 17h30 à 20h30  
Années folles - Vendredi 27 mars 2026 de 17h30 à 20h30  
Louis XV et Louis XVI - Vendredi 24 avril 2026 de 17h30 à 20h30  
Libération de Paris - Vendredi 29 mai 2026 de 17h30 à 20h30  
Second Empire ""Moyen Orient"" - Vendredi 26 juin 2026 de 17h30 à 20h30

Comment assister à un bal  
Deux possibilités s’offrent à vous pour profiter du bal :  
Dans la cour d’honneur, assistez gratuitement aux démonstrations et rejoignez les danseurs sur la piste pour des danses participatives.  
  
Dans les salons d’apparat, après une visite du monument, admirez les démonstrations dans un cadre exceptionnel. Pas de danses participatives possibles à l'intérieur du monument. L'accès au bal dans les salons d'apparat est compris dans le billet de visite libre du monument

QUE VOUS SOYEZ COSTUME OU NON L’ESSENTIEL EST DE PARTICIPER ! UN MOMENT D’ECHANGE DE DIALOGUES, AUTOUR DU VERRE DE L’AMITIE

INFOS ET RESERVATION 01.455.456.52  
Retrouver-nous sur : [http://nouvelledimension.free.fr](http://nouvelledimension.free.fr) ou  
[http://ndseniors.free.fr](http://ndseniors.free.fr)"
JEUDI CHANSON,"Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 28 mai 2026 : Scène ouverte

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**",Paris,124 avenue de la république 75011 paris,75011,2026-05-28 18:30:00+00:00,"Evenement : JEUDI CHANSON. Lieu : 124 avenue de la république 75011 paris, Paris. Date : 28/05/2026. Description : Tous les jeudis d’octobre à juin (en dehors des vacances scolaires), une scène ouverte est organisée en entrée libre, pour découvrir de nouveaux artistes et pour présenter le travail des stagiaires de la Manufacture Chanson. Ce sont les Jeudis-Chanson.

Jeudi 28 mai 2026 : Scène ouverte

**POUR RETROUVER LE PROGRAMME COMPLET, CLIQUEZ : [ICI](https://www.manufacturechanson.org/autres-activites/scenes-ouvertes-jeudis-chanson/)**"
Soirée d'ouverture L'Iran par-delà les frontières,Panorama du cinéma iranien contemporain,Paris,"100, rue Mouffetard, Paris",75005,2026-05-28 18:00:00+00:00,"Evenement : Soirée d'ouverture L'Iran par-delà les frontières. Lieu : 100, rue Mouffetard, Paris, Paris. Date : 28/05/2026. Description : Panorama du cinéma iranien contemporain"
"GARANCE ""SŒUR.E.S""","**GARANCE ""SŒUR.E.S"" - Anthologie Subjective de la Chanson Féministe + invité.e.s**

J'ai fouillé dans mes archives personnelles et dans celles de mes pair.e.s, et je vous convie, toutes et tous, à venir écouter des chansons qui se veulent porteuses de messages, qui dénoncent ou qui tendent vers un espoir. On fera ça joyeusement, courageusement, on rira certainement parce qu'il faut bien, en rire. On criera aussi, parce qu'il faut crier. On se tiendra chaud surtout. On projettera nos rêves et nos voix.

Je serai bien entourée, liste des porteureuses de flambeaux à venir !

[Site internet](http://www.garance-lesite.com) [Facebook](http://www.facebook.com/garancemusique) [Instagram](http://www.instagram.com/garancemusique)

Crédit photo : La Fête Sauvage",Paris,124 avenue de la république 75011 paris,75011,2026-05-27 18:30:00+00:00,"Evenement : GARANCE ""SŒUR.E.S"". Lieu : 124 avenue de la république 75011 paris, Paris. Date : 27/05/2026. Description : **GARANCE ""SŒUR.E.S"" - Anthologie Subjective de la Chanson Féministe + invité.e.s**

J'ai fouillé dans mes archives personnelles et dans celles de mes pair.e.s, et je vous convie, toutes et tous, à venir écouter des chansons qui se veulent porteuses de messages, qui dénoncent ou qui tendent vers un espoir. On fera ça joyeusement, courageusement, on rira certainement parce qu'il faut bien, en rire. On criera aussi, parce qu'il faut crier. On se tiendra chaud surtout. On projettera nos rêves et nos voix.

Je serai bien entourée, liste des porteureuses de flambeaux à venir !

[Site internet](http://www.garance-lesite.com) [Facebook](http://www.facebook.com/garancemusique) [Instagram](http://www.instagram.com/garancemusique)

Crédit photo : La Fête Sauvage"
